Name,S1,S2,S3,S4,S5,S6,Cluster
AK Yukon-Koyukuk,0.5896112932642225,1.9293689954605926e-17,1.7106276988715656e-17,0.0017167634521619373,0.04129015727830423,0.15541753498542202,B
AK Southeast Fairbanks,0.8954898437582368,1.9293689954605926e-17,1.7106276988715656e-17,0.0035545883049418244,1.9753304613838508e-17,0.0028316208435040964,A
AK Valdez-Cordova,0.766865415093921,1.9293689954605926e-17,1.7106276988715656e-17,7.638657332661957e-18,1.9753304613838508e-17,0.059598941221610455,A
AK Matanuska-Susitna,0.7834455829741698,0.003689816531996112,1.7106276988715656e-17,0.0013230797241064675,1.9753304613838508e-17,0.009708077670715305,A
AK Anchorage,0.7414259284739224,0.00600367550419468,1.7106276988715656e-17,0.0032038351769950995,1.9753304613838508e-17,0.06143373797895918,A
AK Kenai Peninsula,0.7481174797133335,0.011207754997259553,1.7106276988715656e-17,0.006931632591509601,0.003759280225938009,0.01356506093443432,A
AK Kodiak Island,0.7710785785345325,1.9293689954605926e-17,1.7106276988715656e-17,0.0005057123635966149,1.9753304613838508e-17,2.785634208346631e-17,A
AK Yakutat,0.7542711770952499,1.9293689954605926e-17,1.7106276988715656e-17,7.638657332661957e-18,1.9753304613838508e-17,2.785634208346631e-17,A
AK Juneau,0.7977151888381936,1.9293689954605926e-17,1.7106276988715656e-17,0.0064414349950463,0.047486354571062865,2.785634208346631e-17,A
AK Hoonah-Angoon,0.7825319324424068,1.9293689954605926e-17,1.7106276988715656e-17,7.638657332661957e-18,1.9753304613838508e-17,0.031933087715865935,A
AK Skagway,0.7909836928466595,1.9293689954605926e-17,1.7106276988715656e-17,7.638657332661957e-18,1.9753304613838508e-17,2.785634208346631e-17,A
AK Haines,0.7922096133267151,1.9293689954605926e-17,1.7106276988715656e-17,0.0019839147329362263,1.9753304613838508e-17,2.785634208346631e-17,A
AK Prince of Wales-Hyder,0.9552780455959939,1.9293689954605926e-17,1.7106276988715656e-17,0.002053888693107227,1.9753304613838508e-17,2.785634208346631e-17,A
AK Petersburg,0.6923750700205988,0.08071881577763133,1.7106276988715656e-17,7.638657332661957e-18,0.15587122822504132,2.785634208346631e-17,E
AK Sitka,0.8071743479278228,1.9293689954605926e-17,1.7106276988715656e-17,0.005470557965990612,1.9753304613838508e-17,2.785634208346631e-17,A
AK Ketchikan Gateway,0.9000247626618462,1.9293689954605926e-17,1.7106276988715656e-17,0.006945951752319499,1.9753304613838508e-17,2.785634208346631e-17,A
AK Wrangell,0.8450334807288448,1.9293689954605926e-17,1.7106276988715656e-17,0.005236398245530144,1.9753304613838508e-17,0.0023123396706599586,A
AK Aleutians East,0.843142165940652,1.9293689954605926e-17,1.7106276988715656e-17,7.638657332661957e-18,1.9753304613838508e-17,2.785634208346631e-17,A
AK Dillingham,0.8439019144769943,1.9293689954605926e-17,1.7106276988715656e-17,7.638657332661957e-18,1.9753304613838508e-17,2.785634208346631e-17,A
AK Aleutians West,0.7917810995908869,1.9293689954605926e-17,1.7106276988715656e-17,7.638657332661957e-18,1.9753304613838508e-17,2.785634208346631e-17,A
AK Lake and Peninsula,0.7332955307506804,1.9293689954605926e-17,1.7106276988715656e-17,7.638657332661957e-18,1.9753304613838508e-17,0.05689126674675056,A
AK Bristol Bay,0.7698947974157129,1.9293689954605926e-17,1.7106276988715656e-17,7.638657332661957e-18,1.9753304613838508e-17,2.785634208346631e-17,A
AK Bethel,0.801072897951521,1.9293689954605926e-17,1.7106276988715656e-17,0.0008106898891146841,0.015409313620206443,0.006924667864354572,A
AK Kusilvak,0.8000376985700548,1.9293689954605926e-17,1.7106276988715656e-17,7.638657332661957e-18,1.9753304613838508e-17,2.785634208346631e-17,A
AK Nome,0.8797464489364506,1.9293689954605926e-17,1.7106276988715656e-17,0.003192667753822544,1.9753304613838508e-17,2.785634208346631e-17,A
AK Northwest Arctic,0.8005369229667567,1.9293689954605926e-17,1.7106276988715656e-17,0.0018020620135572986,1.9753304613838508e-17,0.034444041849582344,A
AK North Slope,0.8368652534444576,1.9293689954605926e-17,1.7106276988715656e-17,0.0006062803014067675,1.9753304613838508e-17,0.006346671988555445,A
AZ Apache,0.10284147457876701,0.283836546677055,1.7106276988715656e-17,0.045061243737263015,0.12825177105832755,0.29827292729228577,D
AZ Cochise,0.5416879293890805,0.02087312993003183,1.7106276988715656e-17,0.0017874229767106736,0.040272537512390655,0.14580015181159342,B
AZ Coconino,0.40337437612310056,0.196669275662602,1.7106276988715656e-17,0.008562859716117555,0.011503619147979649,0.1454009390480427,D
AZ Gila,0.4966187230138804,0.02233530642667193,1.7106276988715656e-17,0.001045671433958101,0.08053283361783758,0.19654980992902407,C
AZ Graham,0.5054536506830738,0.011813218187405487,1.7106276988715656e-17,0.0009456944307521988,0.04569174351880403,0.17583085861266587,C
AZ Greenlee,0.6802190345161114,0.016262287081173978,1.7106276988715656e-17,0.0026518712355774574,0.05678394495946533,0.04043916271781702,A
AZ La Paz,0.4730072602873629,0.05585777480091608,1.7106276988715656e-17,0.03348717311451547,0.08399067616369542,0.15200342118488477,C
AZ Maricopa,0.343950743063109,0.051397771575370406,1.7106276988715656e-17,0.00869430326263323,0.01513661579812939,0.28250539753729026,C
AZ Mohave,0.5292285861366175,0.10322046439334383,1.7106276988715656e-17,7.638657332661957e-18,0.04985709791602088,0.14689311091094054,D
AZ Navajo,0.10351142299365941,0.288664779909758,1.7106276988715656e-17,0.03824292640886704,0.08856169452893257,0.3301849758104075,D
AZ Pima,0.4939936729914818,0.0812435298112903,1.7106276988715656e-17,0.003601337457978691,0.00774152123087057,0.15481196909163067,C
AZ Pinal,0.4831684178281191,0.036367034379196944,1.7106276988715656e-17,0.008566987351362977,0.00899073796778145,0.16770747600633162,C
AZ Santa Cruz,0.039686912944472755,0.09259608670652572,1.7106276988715656e-17,0.07478253305918624,0.13171579952269982,0.39522823218834047,C
AZ Yavapai,0.6433124287859426,0.01688768058523813,1.7106276988715656e-17,0.002323593141066595,0.047319697290767876,0.07114106843719575,B
AZ Yuma,1.8283415830043458e-16,0.08769524881936454,1.7106276988715656e-17,0.03542421596131173,0.08944547573199818,0.4850542320625802,C
AR Arkansas,0.6632136834922117,1.9293689954605926e-17,1.7106276988715656e-17,0.0024188625499680953,0.020124623368678544,0.13718598416403058,B
AR Ashley,0.597813213494003,0.012685621835105026,1.7106276988715656e-17,0.005521032547637058,0.04332729818725063,0.14912441148993744,B
AR Baxter,0.8307780691134888,1.9293689954605926e-17,1.7106276988715656e-17,0.0015145916990108635,1.9753304613838508e-17,2.785634208346631e-17,A
AR Benton,0.5789013010369738,0.009477541139171703,1.7106276988715656e-17,0.01673902568507574,0.0019428438939430284,0.12412647483400409,B
AR Boone,0.7446526492237455,1.9293689954605926e-17,1.7106276988715656e-17,0.0006237634476857632,0.008339783661858507,0.051417280944932815,A
AR Bradley,0.5438529159047086,0.04567303828134642,1.7106276988715656e-17,0.004667860280607892,0.04045283554885192,0.18259332102156725,C
AR Calhoun,0.8543167616154672,1.9293689954605926e-17,1.7106276988715656e-17,7.638657332661957e-18,1.9753304613838508e-17,0.012629549105254309,A
AR Carroll,0.6164756997630555,0.009342794788805245,1.7106276988715656e-17,0.010267488397614403,0.04556630811520928,0.11061272150149454,B
AR Chicot,0.0022683360443529785,0.031927551671251136,1.7106276988715656e-17,0.016081380496090848,0.09926183911823916,0.6321925882638093,C
AR Clark,0.7394871838125896,1.9293689954605926e-17,1.7106276988715656e-17,0.009640148785001426,0.008520011523883226,0.05848971912582251,A
AR Clay,0.6561943640938281,1.9293689954605926e-17,1.7106276988715656e-17,0.004476489886710007,0.1201234240002478,0.08510819837376604,E
AR Cleburne,0.7206967151083032,0.05552687233291722,1.7106276988715656e-17,0.011307042679141803,0.04915885042393603,0.021665362811647135,A
AR Cleveland,0.5821969211807179,1.9293689954605926e-17,1.7106276988715656e-17,0.007844627681339533,0.06461954912332052,0.12584806156998155,B
AR Columbia,0.6223488019106073,0.03441346741025078,1.7106276988715656e-17,7.638657332661957e-18,0.07241168248563497,0.1074197541892966,B
AR Conway,0.7438496329320966,0.030917391430992404,1.7106276988715656e-17,0.0014198063340728963,0.03215591024863826,0.048743266448215646,A
AR Craighead,0.6654633705630377,0.004339876048367371,1.7106276988715656e-17,0.009493397717423312,0.005680366120001577,0.10507385388062418,B
AR Crawford,0.6856050174917274,1.9293689954605926e-17,1.7106276988715656e-17,0.0024324873056419103,0.00709235007328372,0.1018862214947579,B
AR Crittenden,0.41374036870834985,0.07789560182612619,1.7106276988715656e-17,0.023153461507041336,0.016344238400497334,0.24485992555484437,C
AR Cross,0.6792711106059675,0.009581238108317448,1.7106276988715656e-17,0.013136165499905013,0.04151562967028714,0.0976922271239633,B
AR Dallas,0.6503500921589879,1.9293689954605926e-17,1.7106276988715656e-17,0.000941214298711352,0.057784423553704584,0.13429804589653788,B
AR Desha,0.5538027138570076,1.9293689954605926e-17,1.7106276988715656e-17,0.008455642658783204,0.05990882968331298,0.1709062904084106,C
AR Drew,0.636594036426419,0.021216953773758613,1.7106276988715656e-17,0.0024871369138459573,0.022578926635292932,0.11544662509683193,B
AR Faulkner,0.6765933494400955,0.005716598547818808,1.7106276988715656e-17,0.006332823762562699,1.9753304613838508e-17,0.07098802242488154,B
AR Franklin,0.7426452823193129,1.9293689954605926e-17,1.7106276988715656e-17,0.0015223843277513576,0.025008963067257136,0.06157942827553956,A
AR Fulton,0.8784570571483804,1.9293689954605926e-17,1.7106276988715656e-17,0.0037958364935859724,1.9753304613838508e-17,2.785634208346631e-17,A
AR Garland,0.6849494037965826,0.004517631669240341,1.7106276988715656e-17,0.005157213417931005,0.010586446879008553,0.11200328883168868,B
AR Grant,0.7592685626227856,1.9293689954605926e-17,1.7106276988715656e-17,0.006633328132648898,0.006301733620514824,0.05106655726736069,A
AR Greene,0.7480769942984933,1.9293689954605926e-17,1.7106276988715656e-17,0.0056047335895080775,0.0016915849717642599,0.07799352504329773,B
AR Hempstead,0.6931225073340961,0.015462397967977047,1.7106276988715656e-17,0.004166199426420688,0.01605541931455416,0.10130866730210296,B
AR Hot Spring,0.14821789367195767,1.9293689954605926e-17,1.7106276988715656e-17,0.006667623597032557,0.007252710396520912,0.5559817137715897,C
AR Howard,0.4491522091701597,1.9293689954605926e-17,1.7106276988715656e-17,0.011054874754996157,0.04502108432769051,0.2521686955746284,C
AR Independence,0.647957815413193,1.9293689954605926e-17,1.7106276988715656e-17,0.002958326726031347,1.9753304613838508e-17,0.13000821863219325,B
AR Izard,0.853113296188554,0.010112116663008153,1.7106276988715656e-17,0.00604532772989663,0.031242489124431665,0.0033687941525739067,A
AR Jackson,0.8008704744069715,1.9293689954605926e-17,1.7106276988715656e-17,0.003346319065254186,0.02450454540960267,0.05419854918528926,A
AR Jefferson,0.45222652291602256,0.13376779350563306,1.7106276988715656e-17,0.01934470752693556,0.04395718277130494,0.1830913824736269,D
AR Johnson,0.5236601910733545,1.9293689954605926e-17,1.7106276988715656e-17,0.017041717976335333,1.9753304613838508e-17,0.1999978084077844,C
AR Lafayette,0.6971815567513886,0.05520957202826974,1.7106276988715656e-17,0.0005947025632188947,0.0786349919143606,0.060160421664598694,B
AR Lawrence,0.6212668361437357,0.13397269585137483,1.7106276988715656e-17,0.008208936823033431,0.125413462261182,0.04656822237048606,D
AR Lee,1.8283415830043458e-16,0.05255316221695778,1.7106276988715656e-17,0.3376460237060376,0.10563902816001317,0.472236935508784,F
AR Lincoln,0.2975774986698431,0.21740423930424485,1.7106276988715656e-17,0.4609705848147298,0.21018085547394003,0.00020642146760368793,F
AR Little River,0.46175714553579295,1.9293689954605926e-17,1.7106276988715656e-17,0.0046711230730560735,0.21386445511492136,0.17224796506935,E
AR Logan,0.735963730543373,1.9293689954605926e-17,1.7106276988715656e-17,0.002773900539262309,1.9753304613838508e-17,0.09688394902066076,B
AR Lonoke,0.724796358996601,1.9293689954605926e-17,1.7106276988715656e-17,0.004159826280693536,0.0010943593448993236,0.05253466800297886,A
AR Madison,0.6831495450769693,1.9293689954605926e-17,1.7106276988715656e-17,0.03151240472230739,0.024598893688955962,0.07513608653939605,B
AR Marion,0.8652650529143905,1.9293689954605926e-17,1.7106276988715656e-17,0.0005759756903124891,1.9753304613838508e-17,2.785634208346631e-17,A
AR Miller,0.6733677340113592,0.01242706258140589,1.7106276988715656e-17,0.004677490429414507,0.004193551528010344,0.11335834804275742,B
AR Mississippi,0.4418197999799097,0.011258174697325266,1.7106276988715656e-17,0.005019284437106511,0.02864714362377476,0.2730353597792509,C
AR Monroe,0.7978385626859207,1.9293689954605926e-17,1.7106276988715656e-17,0.005477630828159246,1.9753304613838508e-17,0.06994834711618558,A
AR Montgomery,0.7225120992402072,1.9293689954605926e-17,1.7106276988715656e-17,0.000409729312642314,0.0604386719394359,0.06504403812077239,B
AR Nevada,0.38358083251988356,0.04335635378630389,1.7106276988715656e-17,0.030419962585263242,0.28095798197802346,0.16056037376236637,E
AR Newton,0.3422965608003083,1.9293689954605926e-17,1.7106276988715656e-17,0.0015225635422610978,0.3553453319795535,0.18092958491256397,E
AR Ouachita,0.7967086149518308,1.9293689954605926e-17,1.7106276988715656e-17,0.0018772850649522073,0.023964598591789274,0.041577109113544904,A
AR Perry,0.7974294107567681,1.9293689954605926e-17,1.7106276988715656e-17,0.006323959750974784,0.020261924446599716,0.018903630481709018,A
AR Phillips,0.5071339247156936,0.030165856199917743,1.7106276988715656e-17,0.0037007060568816134,0.04839510504224763,0.2076191018641731,C
AR Pike,0.690208425320725,1.9293689954605926e-17,1.7106276988715656e-17,0.001757137410537208,0.012672505096008079,0.11061021979460868,B
AR Poinsett,0.686131468757936,0.03339388599802408,1.7106276988715656e-17,0.0024716165727510344,0.030689327923816696,0.11957295657915207,B
AR Polk,0.7627553661247627,1.9293689954605926e-17,1.7106276988715656e-17,0.008804000569236714,0.011925397490996035,0.059989294545073006,A
AR Pope,0.5427279724759837,0.0058495441561857665,1.7106276988715656e-17,0.01293445897536561,0.0032091368456486124,0.1890391301327383,C
AR Prairie,0.7744494093853138,1.9293689954605926e-17,1.7106276988715656e-17,0.009186907241330807,1.9753304613838508e-17,0.056366244123555585,A
AR Pulaski,0.6074448904425735,0.03709250037673629,1.7106276988715656e-17,0.005741473945676613,1.9753304613838508e-17,0.12578346876509225,B
AR Randolph,0.578519810316335,1.9293689954605926e-17,1.7106276988715656e-17,0.005377310060893669,0.11515777394944232,0.1277244337784673,E
AR Saline,0.7355626908001908,0.0037104651956193285,1.7106276988715656e-17,0.0042505965810511566,1.9753304613838508e-17,0.0777954861075086,B
AR Scott,0.804231054706181,1.9293689954605926e-17,1.7106276988715656e-17,0.002821514400037971,1.9753304613838508e-17,0.02596913694418953,A
AR Searcy,0.8239261032191985,1.9293689954605926e-17,1.7106276988715656e-17,0.006221598381841251,1.9753304613838508e-17,0.04577373106120836,A
AR Sebastian,0.5875751738272053,0.0032833798242471396,1.7106276988715656e-17,0.0030505128805228135,0.005396582870487229,0.17328932760139176,B
AR Sevier,0.22389136110741137,0.07058468055046585,1.7106276988715656e-17,0.09363859250127561,0.07032980745112012,0.33065196983487843,C
AR Sharp,0.7412483331519332,0.03627514977710901,1.7106276988715656e-17,0.00661519120211662,0.054209397192767794,0.040754686035999556,A
AR St Francis,0.5568175691937173,0.018085190241307482,1.7106276988715656e-17,0.12888411689716797,0.019576862785410543,0.13847751678971448,F
AR Stone,0.6969999108695379,1.9293689954605926e-17,1.7106276988715656e-17,0.0036548200529482504,0.037496754235826324,0.08950119286003679,B
AR Union,0.6414392436326982,0.06995054346212111,1.7106276988715656e-17,0.007542234691065688,0.04340277950225955,0.10377016545612826,B
AR Van Buren,0.8184028043055613,0.03629894540408752,1.7106276988715656e-17,0.0066079901931613595,0.024730259110511632,0.008144601016675112,A
AR Washington,0.48498893244500196,0.017022606822964335,1.7106276988715656e-17,0.028457485711383106,0.005183414661861376,0.18637292924902937,C
AR White,0.7565893639994712,0.005006768794896422,1.7106276988715656e-17,0.001627615148209204,0.009256755297993972,0.039097201792502694,A
AR Woodruff,0.8939698499303067,1.9293689954605926e-17,1.7106276988715656e-17,0.005228794681400249,1.9753304613838508e-17,2.785634208346631e-17,A
AR Yell,0.135572499773542,0.03752244131416023,1.7106276988715656e-17,0.03830877497311912,0.12888519412492966,0.43648970451042945,C
CA Alameda,0.6122853065421063,0.024287662979327693,1.7106276988715656e-17,0.004368453113030101,1.9753304613838508e-17,0.06872041305279471,B
CA Alpine,0.7954961019330721,1.9293689954605926e-17,1.7106276988715656e-17,0.007577688545164841,1.9753304613838508e-17,2.785634208346631e-17,A
CA Amador,0.7032650661253624,1.9293689954605926e-17,1.7106276988715656e-17,0.00107945309558403,0.1186720131398776,0.021966162382711634,E
CA Butte,0.6935176206564588,0.0010412397415875778,1.7106276988715656e-17,0.0004618668178928397,1.9753304613838508e-17,0.06350853716149386,B
CA Calaveras,0.7501047495545935,1.9293689954605926e-17,1.7106276988715656e-17,0.0022160396117621877,0.0076886511952221365,0.01672712614406655,A
CA Colusa,0.47263856859127157,1.9293689954605926e-17,1.7106276988715656e-17,0.000659771371139247,0.03673513763086263,0.1943422856920318,C
CA Contra Costa,0.6111112931911343,0.01602085800500888,1.7106276988715656e-17,0.0030040987921419334,1.9753304613838508e-17,0.08233493544419909,B
CA Del Norte,0.8308955598419329,1.9293689954605926e-17,1.7106276988715656e-17,0.006410222134606109,0.007840096889215263,0.008626656510338726,A
CA El Dorado,0.7117110260384405,1.9293689954605926e-17,1.7106276988715656e-17,0.002928402847293395,1.9753304613838508e-17,0.012441219144829228,A
CA Fresno,0.49877518884622846,0.01342383576527802,1.7106276988715656e-17,0.0056614436402004165,1.9753304613838508e-17,0.19657366222468894,C
CA Glenn,0.5615837895119673,1.9293689954605926e-17,1.7106276988715656e-17,0.008919607484123423,0.18752956362255913,0.0962324670892712,E
CA Humboldt,0.8059236117794363,0.0068314351947055185,1.7106276988715656e-17,0.0017976342630792472,0.0033456206059507302,2.785634208346631e-17,A
CA Imperial,0.02730839597203498,0.1201216170824321,1.7106276988715656e-17,0.06215649004670061,0.0686746189846879,0.44185473267933323,C
CA Inyo,0.6035573005234173,0.020501065306703075,1.7106276988715656e-17,0.0006872115277817678,0.0929435189635612,0.06614270312459257,E
CA Kern,0.4040883631716333,0.01359678675077881,1.7106276988715656e-17,0.010263797918228602,1.9753304613838508e-17,0.266738532316475,C
CA Kings,0.34868394035250455,0.02229157141672302,1.7106276988715656e-17,0.03792426884825465,0.016565247641378292,0.2721056393299093,C
